,Receptor_X,Receptor_Y,Output,Stimulus_X,Stimulus_Y,Stimulus_Index
0,-0.03583562483487681,0.27318613322226243,0.002545900406653178,0.014703401146127166,0.010877655899735205,0
1,-0.021485054069896755,-0.1666344467847961,0.01740609003147707,0.014703401146127166,0.010877655899735205,0
2,0.1206149086467689,-0.08589981526942697,0.04043552175600307,0.014703401146127166,0.010877655899735205,0
3,-0.027574346192863138,0.24802471265980322,0.004578527075220744,0.014703401146127166,0.010877655899735205,0
4,-0.061376625269867584,0.1278979571973751,0.044110774265818886,0.014703401146127166,0.010877655899735205,0
5,0.040860923308119176,0.40640524491983077,0.00014144702035956048,0.014703401146127166,0.010877655899735205,0
6,-0.07553841261084193,0.37010814393131203,0.0002529765583501552,0.014703401146127166,0.010877655899735205,0
7,0.03971760555682273,0.4491433309376397,5.457866126661932e-05,0.014703401146127166,0.010877655899735205,0
8,-0.14575420552302287,0.7011047740614661,1.313361251770807e-07,0.014703401146127166,0.010877655899735205,0
9,0.06972091772196058,0.6360109696096659,8.049890267194765e-07,0.014703401146127166,0.010877655899735205,0
10,0.013780660908083506,0.69767653030804,2.1399705982790317e-07,0.014703401146127166,0.010877655899735205,0
11,-0.017842413875324193,0.8299637138846152,1.095167307538018e-08,0.014703401146127166,0.010877655899735205,0
12,0.19679414922827407,0.7298263580546656,6.276982094146252e-08,0.014703401146127166,0.010877655899735205,0
13,0.16351548333313748,0.8362084053479912,7.1758478300176916e-09,0.014703401146127166,0.010877655899735205,0
14,-0.020449874436744436,0.8733159056285695,4.147671539200199e-09,0.014703401146127166,0.010877655899735205,0
15,-0.13124112851080463,1.056370794378537,5.6059073165682415e-11,0.014703401146127166,0.010877655899735205,0
16,0.20769088993427792,0.0009274915640487493,0.013285748897102006,0.014703401146127166,0.010877655899735205,0
17,0.16257271033488377,0.06076659844669299,0.030513899384796792,0.014703401146127166,0.010877655899735205,0
18,0.18138516516739656,0.3311500029704336,0.0003117446789633064,0.014703401146127166,0.010877655899735205,0
19,-0.027303447663842836,0.24977460188079145,0.004410129108317951,0.014703401146127166,0.010877655899735205,0
20,-0.05156050166133465,0.26826688006258725,0.0026239666246207494,0.014703401146127166,0.010877655899735205,0
21,0.04948239721689243,0.18607752251660856,0.018425286597733275,0.014703401146127166,0.010877655899735205,0
22,0.054225104450271566,0.6869820343570654,2.648874627802054e-07,0.014703401146127166,0.010877655899735205,0
23,0.13801608301627222,0.553370406701098,3.957319033850406e-06,0.014703401146127166,0.010877655899735205,0
24,0.14006468515338177,0.5737196221813331,2.5132757418415164e-06,0.014703401146127166,0.010877655899735205,0
25,0.1284701735987717,0.796445444117803,1.9573695285748513e-08,0.014703401146127166,0.010877655899735205,0
26,0.03565181249718068,0.6774717130397384,3.337563038979947e-07,0.014703401146127166,0.010877655899735205,0
27,-0.04245160931516416,0.7428582363407431,7.413312691054945e-08,0.014703401146127166,0.010877655899735205,0
28,0.016275127245877007,0.6892077857374115,2.5860513051811325e-07,0.014703401146127166,0.010877655899735205,0
29,0.17071718746158843,1.0755413750471712,3.552262279597304e-11,0.014703401146127166,0.010877655899735205,0
30,-0.0460034940807862,0.8939360617369685,2.5367276782415747e-09,0.014703401146127166,0.010877655899735205,0
31,-0.04444160909908243,1.0450272223791413,8.72646874224831e-11,0.014703401146127166,0.010877655899735205,0
32,0.14593907755633967,0.10010311569305784,0.028767189559504504,0.014703401146127166,0.010877655899735205,0
33,0.35193532131239114,0.016106045406319547,0.0005305262063010746,0.014703401146127166,0.010877655899735205,0
34,0.13051118401547726,0.16025647141514007,0.014604390499075578,0.014703401146127166,0.010877655899735205,0
35,0.13241927291781688,0.2315080019363091,0.0037285906441567114,0.014703401146127166,0.010877655899735205,0
36,0.17514180611641847,0.1632430737339512,0.007101071486175979,0.014703401146127166,0.010877655899735205,0
37,0.1840860398454767,0.2048761665469748,0.003155121805211438,0.014703401146127166,0.010877655899735205,0
38,0.2855456645872869,0.3518817431215664,5.902563705826757e-05,0.014703401146127166,0.010877655899735205,0
39,-0.02699181612706858,0.6359511360281653,8.247967610478772e-07,0.014703401146127166,0.010877655899735205,0
40,0.08430566310425897,0.5849579264231388,2.422215059423998e-06,0.014703401146127166,0.010877655899735205,0
41,0.01953389416546121,0.5926863401410101,2.237646167284993e-06,0.014703401146127166,0.010877655899735205,0
42,0.2133641750309906,0.6759335914165641,1.8179286983405838e-07,0.014703401146127166,0.010877655899735205,0
43,0.25988619808500285,0.8826212916308093,1.606683949197106e-09,0.014703401146127166,0.010877655899735205,0
44,0.1475270239174864,0.9619633756687385,4.723452718988064e-10,0.014703401146127166,0.010877655899735205,0
45,0.16908542405854562,0.8372347337957757,6.859687440552998e-09,0.014703401146127166,0.010877655899735205,0
46,0.07957320169618033,1.145378959629316,9.219902797983033e-12,0.014703401146127166,0.010877655899735205,0
47,0.1064536560639898,0.9602753756145089,5.461749789429121e-10,0.014703401146127166,0.010877655899735205,0
48,0.24049775605878784,0.03940075264143408,0.0061639339660476255,0.014703401146127166,0.010877655899735205,0
